BATTING,dismissal,R,B,4s,6s,SR,id
Mohammad Irfan,not out,4,2,1,0,200.00,92
Fakhar Zaman,c Evans b Junaid Khan,63,35,7,3,180.00,92
Sohail Akhtar,c Russell b Mohammad Ilyas,10,11,1,0,90.90,92
Salman Butt,b Junaid Khan,17,19,1,0,89.47,92
AB de Villiers (c),not out,52,29,3,3,179.31,92
Agha Salman,c †Umar Siddiq b Junaid Khan,2,6,0,0,33.33,92
Brendan Taylor †,retired hurt,1,1,0,0,100.00,92
David Wiese,not out,45,20,0,5,225.00,92
Luke Ronchi †,c Dawson b Sameen Gul,21,15,1,2,140.00,93
Sahibzada Farhan,c Dawson b Sameen Gul,15,18,1,0,83.33,93
Ian Bell,run out (sub [ADS Fletcher]/†Kamran Akmal),54,46,6,0,117.39,93
Hussain Talat,c †Kamran Akmal b Pollard,0,2,0,0,0.00,93
Cameron Delport,b Hasan Ali,29,18,1,2,161.11,93
Asif Ali,c Wahab Riaz b Sameen Gul,13,5,0,2,260.00,93
Faheem Ashraf,c Umar Amin b Umaid Asif,2,3,0,0,66.66,93
Shadab Khan,b Wahab Riaz,6,5,0,0,120.00,93
Samit Patel,b Hasan Ali,5,3,1,0,166.66,93
Mohammad Sami (c),not out,2,5,0,0,40.00,93
Muhammad Musa,not out,0,1,0,0,0.00,93
Kamran Akmal †,c sub (PD Salt) b Muhammad Musa,7,8,1,0,87.50,93
Imam-ul-Haq,c Mohammad Sami b Faheem Ashraf,18,16,3,0,112.50,93
Dawid Malan,c Patel b Muhammad Musa,1,6,0,0,16.66,93
Umar Amin,c Faheem Ashraf b Patel,14,20,1,0,70.00,93
Liam Dawson,c Hussain Talat b Shadab Khan,21,23,1,0,91.30,93
Kieron Pollard,c sub (PD Salt) b Faheem Ashraf,51,22,3,5,231.81,93
Daren Sammy (c),c sub (PD Salt) b Muhammad Musa,11,10,1,0,110.00,93
Wahab Riaz,c Sahibzada Farhan b Mohammad Sami,20,8,1,2,250.00,93
Hasan Ali,c Sahibzada Farhan b Mohammad Sami,2,4,0,0,50.00,93
Umaid Asif,c Faheem Ashraf b Mohammad Sami,0,1,0,0,0.00,93
Sameen Gul,not out,0,0,0,0,-,93
Fakhar Zaman,c Umar Akmal b Mohammad Nawaz,3,4,0,0,75.00,94
Sohail Akhtar,c †Sarfaraz Ahmed b Ghulam Mudassar,29,21,1,3,138.09,94
Salman Butt,c Ahsan Ali b Ghulam Mudassar,5,7,0,0,71.42,94
AB de Villiers (c),not out,45,40,2,0,112.50,94
Corey Anderson,c Mohammad Nawaz b Anwar Ali,19,18,0,1,105.55,94
David Wiese,c Smith b Sohail Tanvir,20,16,0,1,125.00,94
Gauhar Ali †,lbw b Ghulam Mudassar,5,5,0,0,100.00,94
Yasir Shah,c Ahsan Ali b Sohail Tanvir,1,4,0,0,25.00,94
Sandeep Lamichhane,not out,5,5,0,0,100.00,94
Shane Watson,c sub (AP Devcich) b Rahat Ali,0,3,0,0,0.00,94
Ahsan Ali,b Lamichhane,40,29,2,2,137.93,94
Rilee Rossouw,b Yasir Shah,17,14,3,0,121.42,94
Umar Akmal,c †Gauhar Ali b Haris Rauf,9,13,1,0,69.23,94
Sarfaraz Ahmed (c)†,not out,52,36,4,1,144.44,94
Dwayne Smith,run out (Fakhar Zaman),2,3,0,0,66.66,94
Mohammad Nawaz,c Sohail Akhtar b Haris Rauf,19,18,0,1,105.55,94
Anwar Ali,b Wiese,1,2,0,0,50.00,94
Sohail Tanvir,not out,2,2,0,0,100.00,94
Babar Azam,run out (Patel),27,21,4,0,128.57,95
Colin Munro,c Hussain Talat b Rumman Raees,0,1,0,0,0.00,95
Awais Zia,c Patel b Muhammad Musa,3,9,0,0,33.33,95
Colin Ingram,c Rumman Raees b Faheem Ashraf,5,6,1,0,83.33,95
Liam Livingstone,b Faheem Ashraf,22,31,0,0,70.96,95
Ben Dunk †,not out,49,32,3,2,153.12,95
Imad Wasim (c),b Faheem Ashraf,0,1,0,0,0.00,95
Aamer Yamin,not out,35,19,3,2,184.21,95
Luke Ronchi †,not out,67,35,8,3,191.42,95
Cameron Delport,run out (Munro),0,3,0,0,0.00,95
Sahibzada Farhan,b Imad Wasim,30,28,4,0,107.14,95
Hussain Talat,st †Dunk b Imad Wasim,0,1,0,0,0.00,95
Samit Patel,not out,45,30,6,1,150.00,95
Umar Siddiq †,c Pollard b Dawson,20,20,0,2,100.00,96
James Vince,b Hasan Ali,0,1,0,0,0.00,96
Johnson Charles,c Imam-ul-Haq b Umaid Asif,53,34,4,3,155.88,96
Shoaib Malik (c),c †Kamran Akmal b Hasan Ali,22,24,0,0,91.66,96
Dan Christian,c Malan b Sameen Gul,17,21,1,0,80.95,96
Shahid Afridi,c Pollard b Hasan Ali,14,11,2,0,127.27,96
Hammad Azam,lbw b Hasan Ali,0,2,0,0,0.00,96
Chris Green,run out (†Kamran Akmal),3,3,0,0,100.00,96
Mohammad Ilyas,b Wahab Riaz,1,3,0,0,33.33,96
Junaid Khan,run out (Dawson),0,1,0,0,0.00,96
Mohammad Irfan,not out,0,1,0,0,0.00,96
Imam-ul-Haq,lbw b Junaid Khan,52,44,5,1,118.18,96
Kamran Akmal †,c Mohammad Ilyas b Mohammad Irfan,4,3,1,0,133.33,96
Dawid Malan,c †Umar Siddiq b Christian,38,35,5,0,108.57,96
Liam Dawson,c Mohammad Ilyas b Christian,18,15,0,1,120.00,96
Kieron Pollard,c Christian b Junaid Khan,25,10,0,4,250.00,96
Daren Sammy (c),not out,5,9,0,0,55.55,96
Wahab Riaz,not out,2,2,0,0,100.00,96
Shane Watson,c Sohail Khan b Umer Khan,25,24,2,2,104.16,97
Ahsan Ali,c †Dunk b Aamer Yamin,7,6,1,0,116.66,97
Rilee Rossouw,b Aamer Yamin,44,32,4,1,137.50,97
Umar Akmal,c Livingstone b Aamer Yamin,55,37,0,5,148.64,97
Dwayne Smith,c Livingstone b Mohammad Amir,9,15,0,0,60.00,97
Anwar Ali,not out,27,6,0,4,450.00,97
Mohammad Nawaz,not out,0,0,0,0,-,97
Babar Azam,c Mohammad Nawaz b Sohail Tanvir,0,1,0,0,0.00,97
Colin Munro,c Watson b Mohammad Nawaz,3,5,0,0,60.00,97
Awais Zia,c †Sarfaraz Ahmed b Fawad Ahmed,19,21,2,0,90.47,97
Colin Ingram,not out,127,59,12,8,215.25,97
Liam Livingstone,c & b Sohail Tanvir,18,17,0,1,105.88,97
Ben Dunk †,not out,15,9,1,1,166.66,97
Luke Ronchi †,c Shoaib Malik b Mohammad Ilyas,32,16,6,1,200.00,98
Cameron Delport,c Vince b Mohammad Ilyas,4,3,1,0,133.33,98
Sahibzada Farhan,st †Umar Siddiq b Nauman Ali,4,8,0,0,50.00,98
Samit Patel,c Vince b Shahid Afridi,20,27,3,0,74.07,98
Hussain Talat,b Shahid Afridi,8,11,1,0,72.72,98
Wayne Parnell,c & b Mohammad Irfan,5,8,0,0,62.50,98
Asif Ali,c †Umar Siddiq b Christian,22,12,0,3,183.33,98
Shadab Khan (c),b Nauman Ali,4,5,0,0,80.00,98
Faheem Ashraf,not out,16,10,1,1,160.00,98
Rumman Raees,lbw b Christian,0,1,0,0,0.00,98
Muhammad Musa,c Shahid Afridi b Christian,2,5,0,0,40.00,98
Umar Siddiq †,c Muhammad Musa b Rumman Raees,46,45,5,1,102.22,98
James Vince,c Parnell b Patel,28,17,5,0,164.70,98
Johnson Charles,lbw b Shadab Khan,4,3,1,0,133.33,98
Shoaib Malik (c),not out,23,32,2,0,71.87,98
Laurie Evans,b Muhammad Musa,1,4,0,0,25.00,98
Dan Christian,not out,16,9,1,1,177.77,98
Shane Watson,lbw b Lamichhane,7,7,1,0,100.00,99
Ahsan Ali,run out (Wiese/Fakhar Zaman),33,25,3,2,132.00,99
Rilee Rossouw,c Wiese b Lamichhane,8,7,1,0,114.28,99
Umar Akmal,b Lamichhane,1,2,0,0,50.00,99
Danish Aziz,c Haris Sohail b Lamichhane,1,7,0,0,14.28,99
Sarfaraz Ahmed (c)†,c Lamichhane b Yasir Shah,29,27,1,0,107.40,99
Mohammad Nawaz,c de Villiers b Haris Rauf,12,18,1,0,66.66,99
Sohail Tanvir,b Shaheen Shah Afridi,7,17,0,0,41.17,99
Fawad Ahmed,b Haris Rauf,0,3,0,0,0.00,99
Mohammad Hasnain,run out (†Gauhar Ali/Haris Rauf),0,2,0,0,0.00,99
Harry Gurney,not out,0,0,0,0,-,99
Fakhar Zaman (c),c Ahsan Ali b Mohammad Hasnain,2,4,0,0,50.00,99
Gauhar Ali †,b Gurney,21,15,3,1,140.00,99
Haris Sohail,not out,33,42,3,0,78.57,99
AB de Villiers,not out,47,38,7,0,123.68,99
Babar Azam,c Rumman Raees b Faheem Ashraf,68,50,10,0,136.00,100
Colin Munro,c Asif Ali b Rumman Raees,4,5,0,0,80.00,100
Liam Livingstone,c Amad Butt b Shadab Khan,56,31,5,4,180.64,100
Colin Ingram,c Amad Butt b Rumman Raees,13,12,1,0,108.33,100
Ben Dunk †,run out (Shadab Khan),12,9,1,0,133.33,100
Imad Wasim (c),b Rumman Raees,2,3,0,0,66.66,100
Aamer Yamin,b Amad Butt,3,6,0,0,50.00,100
Iftikhar Ahmed,not out,0,1,0,0,0.00,100
Mohammad Amir,run out (†Ronchi),6,3,0,1,200.00,100
Luke Ronchi †,c Ingram b Umer Khan,26,21,3,1,123.80,100
Cameron Delport,c Ingram b Imad Wasim,0,2,0,0,0.00,100
Phil Salt,c Aamer Yamin b Usman Shinwari,46,38,6,0,121.05,100
Hussain Talat,st †Dunk b Umer Khan,1,3,0,0,33.33,100
Asif Ali,c Imad Wasim b Mohammad Amir,70,38,5,6,184.21,100
Shadab Khan (c),not out,11,8,0,1,137.50,100
Faheem Ashraf,not out,8,7,1,0,114.28,100
Umar Siddiq †,c †Kamran Akmal b Umaid Asif,18,13,2,1,138.46,101
James Vince,run out (Imam-ul-Haq),41,38,2,2,107.89,101
Johnson Charles,b Dawson,57,31,8,1,183.87,101
Shoaib Malik (c),not out,28,21,2,1,133.33,101
Dan Christian,b Hasan Ali,18,12,1,1,150.00,101
Shahid Afridi,run out (Wahab Riaz),1,5,0,0,20.00,101
Tom Moores,not out,0,0,0,0,-,101
Imam-ul-Haq,st †Moores b Shahid Afridi,39,34,2,1,114.70,101
Andre Fletcher,c Christian b Mohammad Irfan,24,14,3,1,171.42,101
Kamran Akmal †,b Mohammad Ilyas,0,5,0,0,0.00,101
Umar Amin,not out,54,37,7,0,145.94,101
Kieron Pollard,not out,52,27,1,5,192.59,101
Fakhar Zaman (c),c Babar Azam b Iftikhar Ahmed,18,21,3,0,85.71,102
Gauhar Ali †,c Mohammad Amir b Imad Wasim,4,2,1,0,200.00,102
Haris Sohail,b Iftikhar Ahmed,20,19,3,0,105.26,102
AB de Villiers,c Umer Khan b Mohammad Amir,33,32,2,1,103.12,102
Corey Anderson,st †Mohammad Rizwan b Umer Khan,22,18,1,2,122.22,102
Sohail Akhtar,not out,29,22,1,1,131.81,102
David Wiese,not out,3,6,0,0,50.00,102
Babar Azam,b Lamichhane,11,12,2,0,91.66,102
Colin Munro,c Haris Sohail b Lamichhane,15,12,1,1,125.00,102
Liam Livingstone,b Yasir Shah,38,34,3,2,111.76,102
Colin Ingram,b Haris Rauf,12,15,1,0,80.00,102
Iftikhar Ahmed,not out,33,25,2,2,132.00,102
Mohammad Rizwan †,c Fakhar Zaman b Wiese,2,5,0,0,40.00,102
Imad Wasim (c),not out,19,13,2,0,146.15,102
Luke Ronchi †,c Umar Amin b Ibtisam Sheikh,9,5,2,0,180.00,103
Cameron Delport,c Dawson b Hasan Ali,71,55,8,1,129.09,103
Phil Salt,c Fletcher b Ibtisam Sheikh,28,18,5,0,155.55,103
Chadwick Walton,b Wahab Riaz,22,14,2,1,157.14,103
Asif Ali,c Wahab Riaz b Umaid Asif,23,13,1,2,176.92,103
Nasir Nawaz,run out (Wahab Riaz),3,5,0,0,60.00,103
Faheem Ashraf,b Hasan Ali,9,5,1,0,180.00,103
Shadab Khan,b Wahab Riaz,0,1,0,0,0.00,103
Zafar Gohar,run out (Wahab Riaz),2,2,0,0,100.00,103
Mohammad Sami (c),run out (†Kamran Akmal),1,2,0,0,50.00,103
Rumman Raees,not out,0,0,0,0,-,103
Kamran Akmal †,c Shadab Khan b Zafar Gohar,19,12,1,2,158.33,103
Andre Fletcher,c †Ronchi b Shadab Khan,21,21,1,2,100.00,103
Imam-ul-Haq,lbw b Shadab Khan,15,10,1,1,150.00,103
Umar Amin,c sub (Amad Butt) b Faheem Ashraf,6,10,0,0,60.00,103
Liam Dawson,not out,52,35,3,3,148.57,103
Kieron Pollard,st †Ronchi b Zafar Gohar,1,5,0,0,20.00,103
Daren Sammy (c),run out (Mohammad Sami),40,29,2,2,137.93,103
Wahab Riaz,not out,0,0,0,0,-,103
Umar Siddiq,c Watson b Mohammad Hasnain,14,23,1,0,60.86,104
James Vince,b Mohammad Nawaz,9,6,2,0,150.00,104
Johnson Charles,lbw b Mohammad Nawaz,46,36,5,1,127.77,104
Tom Moores †,b Bravo,9,15,0,0,60.00,104
Shoaib Malik (c),c Mohammad Nawaz b Bravo,21,24,1,1,87.50,104
Dan Christian,run out (sub [Anwar Ali]/†Sarfaraz Ahmed),2,1,0,0,200.00,104
Shahid Afridi,c Ahsan Ali b Bravo,4,6,0,0,66.66,104
Noman Ali,c Rossouw b Sohail Tanvir,3,5,0,0,60.00,104
Mohammad Ilyas,c Bravo b Sohail Tanvir,2,2,0,0,100.00,104
Mohammad Irfan,b Sohail Tanvir,0,1,0,0,0.00,104
Mohammad Abbas,not out,1,1,0,0,100.00,104
Shane Watson,b Shahid Afridi,33,25,6,1,132.00,104
Ahsan Ali,b Shahid Afridi,17,15,2,0,113.33,104
Ahmed Shehzad,not out,28,35,2,0,80.00,104
Rilee Rossouw,run out (Mohammad Ilyas),35,33,3,0,106.06,104
Umar Akmal,c sub (Shan Masood) b Mohammad Ilyas,0,2,0,0,0.00,104
Dwayne Bravo,not out,2,5,0,0,40.00,104
Kamran Akmal †,b Mohammad Hasnain,72,50,7,4,144.00,105
Andre Fletcher,b Mohammad Nawaz,26,28,2,1,92.85,105
Imam-ul-Haq,c Mohammad Hasnain b Fawad Ahmed,13,14,0,1,92.85,105
Kieron Pollard,not out,44,21,7,1,209.52,105
Daren Sammy (c),c Rossouw b Bravo,3,6,0,0,50.00,105
Umar Amin,not out,1,1,0,0,100.00,105
Shane Watson,not out,91,55,6,6,165.45,105
Ahsan Ali,lbw b Sameen Gul,1,3,0,0,33.33,105
Ahmed Shehzad,b Umaid Asif,50,45,5,0,111.11,105
Rilee Rossouw,not out,12,4,1,1,300.00,105
Umar Siddiq †,b Usman Shinwari,5,4,1,0,125.00,106
James Vince,b Umer Khan,16,26,2,0,61.53,106
Johnson Charles,b Usman Shinwari,7,7,1,0,100.00,106
Shoaib Malik (c),c Babar Azam b Umer Khan,26,26,2,0,100.00,106
Hammad Azam,lbw b Usman Shinwari,29,30,2,0,96.66,106
Dan Christian,c Summers b Umer Khan,5,3,1,0,166.66,106
Chris Green,not out,18,21,2,0,85.71,106
Mohammad Irfan,b Usman Shinwari,0,1,0,0,0.00,106
Mohammad Ilyas,not out,3,3,0,0,100.00,106
Babar Azam,lbw b Mohammad Ilyas,12,18,2,0,66.66,106
Colin Munro,c & b Mohammad Ilyas,11,15,1,0,73.33,106
Liam Livingstone,not out,53,42,5,1,126.19,106
Colin Ingram,b Mohammad Abbas,31,24,4,0,129.16,106
Iftikhar Ahmed,c †Umar Siddiq b Mohammad Abbas,0,3,0,0,0.00,106
Mohammad Rizwan †,c sub (Shan Masood) b Mohammad Ilyas,10,14,0,0,71.42,106
Imad Wasim (c),not out,0,0,0,0,-,106
Fakhar Zaman (c),c †Kamran Akmal b Sameen Gul,11,7,2,0,157.14,107
Anton Devcich,c Pollard b Mills,5,7,1,0,71.42,107
Haris Sohail,c sub (Khalid Usman) b Mills,43,33,4,1,130.30,107
Ryan ten Doeschate,c Pollard b Dawson,2,9,0,0,22.22,107
Sohail Akhtar,c †Kamran Akmal b Sameen Gul,11,13,2,0,84.61,107
Umair Masood †,b Mills,22,28,1,0,78.57,107
David Wiese,not out,26,16,2,2,162.50,107
Shaheen Shah Afridi,b Wahab Riaz,2,6,0,0,33.33,107
Sandeep Lamichhane,not out,0,1,0,0,0.00,107
Kamran Akmal †,b Rahat Ali,3,6,0,0,50.00,107
Imam-ul-Haq,b Shaheen Shah Afridi,4,4,1,0,100.00,107
Umar Amin,c Wiese b Shaheen Shah Afridi,0,5,0,0,0.00,107
Misbah-ul-Haq,not out,59,55,4,2,107.27,107
Liam Dawson,b Shaheen Shah Afridi,0,1,0,0,0.00,107
Kieron Pollard,b Wiese,2,10,0,0,20.00,107
Daren Sammy (c),b ten Doeschate,46,36,4,1,127.77,107
Wahab Riaz,not out,2,2,0,0,100.00,107
Shane Watson,c Faheem Ashraf b Patel,15,11,2,1,136.36,108
Ahmed Shehzad,c Shadab Khan b Amad Butt,73,46,9,1,158.69,108
Azam Khan,c †Ronchi b Faheem Ashraf,12,15,1,0,80.00,108
Rilee Rossouw,c Rizwan Hussain b Zafar Gohar,23,17,2,1,135.29,108
Umar Akmal,b Amad Butt,27,17,1,3,158.82,108
Dwayne Bravo,c Patel b Faheem Ashraf,0,2,0,0,0.00,108
Sarfaraz Ahmed (c)†,c Amad Butt b Faheem Ashraf,1,2,0,0,50.00,108
Mohammad Nawaz,not out,15,5,1,1,300.00,108
Sohail Tanvir,c †Ronchi b Faheem Ashraf,0,3,0,0,0.00,108
Fawad Ahmed,c †Ronchi b Amad Butt,0,2,0,0,0.00,108
Mohammad Hasnain,not out,0,0,0,0,-,108
Luke Ronchi †,c Watson b Fawad Ahmed,64,43,7,3,148.83,108
Cameron Delport,st †Sarfaraz Ahmed b Fawad Ahmed,25,27,4,0,92.59,108
Phil Salt,b Fawad Ahmed,2,3,0,0,66.66,108
Asif Ali,b Mohammad Nawaz,0,2,0,0,0.00,108
Samit Patel,c †Sarfaraz Ahmed b Mohammad Hasnain,14,15,1,0,93.33,108
Rizwan Hussain,b Bravo,7,10,0,0,70.00,108
Faheem Ashraf,c Sohail Tanvir b Mohammad Hasnain,2,2,0,0,100.00,108
Shadab Khan,c Bravo b Sohail Tanvir,8,7,1,0,114.28,108
Amad Butt,c Ahmed Shehzad b Sohail Tanvir,0,1,0,0,0.00,108
Zafar Gohar,not out,9,9,0,1,100.00,108
Mohammad Sami (c),not out,1,1,0,0,100.00,108
Luke Ronchi †,c Haris Sohail b Shaheen Shah Afridi,0,1,0,0,0.00,109
Cameron Delport,not out,117,60,13,6,195.00,109
Phil Salt,c Haris Sohail b Lamichhane,10,8,2,0,125.00,109
Chadwick Walton,b Wiese,48,30,2,4,160.00,109
Asif Ali,not out,55,21,3,6,261.90,109
Fakhar Zaman (c),c Salt b Faheem Ashraf,38,20,4,3,190.00,109
Anton Devcich,c Walton b Faheem Ashraf,18,13,2,1,138.46,109
Riki Wessels †,b Shadab Khan,20,11,2,1,181.81,109
Haris Sohail,c Asif Ali b Faheem Ashraf,0,2,0,0,0.00,109
Sohail Akhtar,c Shadab Khan b Faheem Ashraf,75,34,8,5,220.58,109
David Wiese,c Mohammad Sami b Rumman Raees,12,14,1,0,85.71,109
Agha Salman,c Shadab Khan b Faheem Ashraf,3,6,0,0,50.00,109
Shaheen Shah Afridi,b Faheem Ashraf,1,7,0,0,14.28,109
Haris Rauf,run out (Muhammad Musa),7,5,0,1,140.00,109
Sandeep Lamichhane,not out,6,8,0,0,75.00,109
Rahat Ali,not out,1,2,0,0,50.00,109
Babar Azam,c †Sarfaraz Ahmed b Mohammad Hasnain,56,46,6,1,121.73,110
Colin Munro,c †Sarfaraz Ahmed b Fawad Ahmed,30,26,1,2,115.38,110
Liam Livingstone,c Umar Akmal b Mohammad Nawaz,5,7,0,0,71.42,110
Colin Ingram,lbw b Mohammad Hasnain,24,10,1,3,240.00,110
Ben Dunk †,c Mohammad Nawaz b Sohail Tanvir,18,11,1,1,163.63,110
Iftikhar Ahmed,not out,44,18,5,2,244.44,110
Imad Wasim (c),not out,4,2,0,0,200.00,110
Shane Watson,c sub (Mohammad Rizwan) b Umer Khan,20,15,1,1,133.33,110
Ahmed Shehzad,c Ingram b Usman Shinwari,99,57,8,6,173.68,110
Rilee Rossouw,st †Dunk b Umer Khan,10,7,0,1,142.85,110
Umar Akmal,c Aamer Yamin b Umer Khan,27,20,0,3,135.00,110
Dwayne Bravo,run out (Ingram),9,15,1,0,60.00,110
Anwar Ali,c †Dunk b Usman Shinwari,2,3,0,0,66.66,110
Sarfaraz Ahmed (c)†,b Usman Shinwari,0,1,0,0,0.00,110
Mohammad Nawaz,not out,1,1,0,0,100.00,110
Sohail Tanvir,not out,0,1,0,0,0.00,110
Fakhar Zaman (c),c Shan Masood b Shahid Afridi,53,36,8,1,147.22,111
Riki Wessels †,b Green,4,10,1,0,40.00,111
Sohail Akhtar,c Christian b Mohammad Abbas,5,8,1,0,62.50,111
Haris Sohail,c Christian b Shahid Afridi,7,12,0,0,58.33,111
Syed Saad Ali,b Mohammad Abbas,8,9,0,0,88.88,111
David Wiese,c Vince b Mohammad Abbas,30,22,2,2,136.36,111
Asela Gunaratne,lbw b Mohammad Ilyas,12,11,0,1,109.09,111
Hassan Khan,not out,6,5,1,0,120.00,111
Shaheen Shah Afridi,run out (†Umar Siddiq),3,3,0,0,100.00,111
Haris Rauf,not out,6,4,1,0,150.00,111
Umar Siddiq †,run out (Fakhar Zaman),13,7,0,2,185.71,111
James Vince,c Fakhar Zaman b Shaheen Shah Afridi,25,14,2,2,178.57,111
Shan Masood,c sub (Umair Masood) b Wiese,48,25,8,1,192.00,111
Johnson Charles,not out,41,25,5,2,164.00,111
Shahid Afridi,not out,3,5,0,0,60.00,111
Kamran Akmal †,c Umer Khan b Munro,86,48,10,5,179.16,112
Imam-ul-Haq,b Mohammad Amir,59,40,7,1,147.50,112
Kieron Pollard,c Ingram b Munro,12,3,0,2,400.00,112
Liam Dawson,b Mohammad Amir,9,9,1,0,100.00,112
Daren Sammy (c),c Umer Khan b Mohammad Amir,5,6,0,0,83.33,112
Sohaib Maqsood,not out,12,9,0,1,133.33,112
Wahab Riaz,c Livingstone b Usman Shinwari,11,6,2,0,183.33,112
Hasan Ali,run out (Babar Azam/Usman Shinwari),1,1,0,0,100.00,112
Babar Azam,c Wahab Riaz b Sameen Gul,13,9,2,0,144.44,112
Colin Munro,lbw b Hasan Ali,0,2,0,0,0.00,112
Liam Livingstone,c Pollard b Mills,6,6,1,0,100.00,112
Colin Ingram,c Wahab Riaz b Mills,71,37,7,4,191.89,112
Ben Dunk †,c †Kamran Akmal b Wahab Riaz,6,8,1,0,75.00,112
Iftikhar Ahmed,lbw b Sameen Gul,4,7,0,0,57.14,112
Imad Wasim (c),c Pollard b Hasan Ali,30,25,2,1,120.00,112
Sohail Khan,c Dawson b Hasan Ali,1,3,0,0,33.33,112
Mohammad Amir,c sub (Khalid Usman) b Wahab Riaz,0,1,0,0,0.00,112
Umer Khan,run out (Sohaib Maqsood/Hasan Ali),0,1,0,0,0.00,112
Usman Shinwari,not out,0,1,0,0,0.00,112
Shane Watson,b Wahab Riaz,71,43,5,6,165.11,113
Ahmed Shehzad,b Mills,1,4,0,0,25.00,113
Ahsan Ali,lbw b Sameen Gul,46,32,4,2,143.75,113
Rilee Rossouw,c & b Pollard,11,6,2,0,183.33,113
Umar Akmal,c Imam-ul-Haq b Wahab Riaz,22,15,3,0,146.66,113
Sarfaraz Ahmed (c)†,c Dawson b Hasan Ali,12,11,1,0,109.09,113
Dwayne Bravo,not out,12,7,2,0,171.42,113
Mohammad Nawaz,not out,2,3,0,0,66.66,113
Kamran Akmal †,c Rossouw b Mohammad Hasnain,22,26,4,0,84.61,113
Imam-ul-Haq,b Rossouw,23,18,3,0,127.77,113
Sohaib Maqsood,c & b Mohammad Nawaz,7,7,1,0,100.00,113
Misbah-ul-Haq,lbw b Mohammad Hasnain,18,17,1,1,105.88,113
Liam Dawson,c sub (MTC Waller) b Ahsan Ali,5,6,0,0,83.33,113
Kieron Pollard,b Watson,44,22,6,1,200.00,113
Daren Sammy (c),run out (†Sarfaraz Ahmed),46,21,2,5,219.04,113
Wahab Riaz,not out,0,1,0,0,0.00,113
Hasan Ali,not out,3,2,0,0,150.00,113
Babar Azam,c †Ronchi b Rumman Raees,42,32,4,0,131.25,114
Colin Munro,c †Ronchi b Muhammad Musa,32,11,6,1,290.90,114
Liam Livingstone,c Faheem Ashraf b Shadab Khan,30,25,3,1,120.00,114
Colin Ingram,c Asif Ali b Muhammad Musa,23,16,2,1,143.75,114
Ben Dunk †,c Hales b Faheem Ashraf,12,11,1,0,109.09,114
Iftikhar Ahmed,c Hussain Talat b Muhammad Musa,1,2,0,0,50.00,114
Imad Wasim (c),not out,13,15,1,0,86.66,114
Aamer Yamin,run out (Mohammad Sami),1,2,0,0,50.00,114
Mohammad Amir,run out (Walton),3,4,0,0,75.00,114
Umer Khan,b Faheem Ashraf,0,1,0,0,0.00,114
Usman Shinwari,not out,1,2,0,0,50.00,114
Luke Ronchi †,c Babar Azam b Aamer Yamin,5,9,0,0,55.55,114
Cameron Delport,c Babar Azam b Umer Khan,38,27,4,2,140.74,114
Alex Hales,c Babar Azam b Aamer Yamin,41,42,5,1,97.61,114
Chadwick Walton,c †Dunk b Umer Khan,0,2,0,0,0.00,114
Hussain Talat,c Babar Azam b Usman Shinwari,32,19,1,3,168.42,114
Asif Ali,not out,24,10,1,2,240.00,114
Faheem Ashraf,c Aamer Yamin b Mohammad Amir,17,8,2,1,212.50,114
Shadab Khan,not out,0,0,0,0,-,114
Kamran Akmal †,c Shadab Khan b Delport,74,43,10,3,172.09,115
Imam-ul-Haq,c †Ronchi b Delport,58,33,7,2,175.75,115
Kieron Pollard,obstructing the field,37,21,1,4,176.19,115
Sohaib Maqsood,c †Ronchi b Shadab Khan,4,6,1,0,66.66,115
Daren Sammy (c),not out,30,15,2,2,200.00,115
Wahab Riaz,run out (Rumman Raees),1,2,0,0,50.00,115
Chris Jordan,not out,0,0,0,0,-,115
Luke Ronchi †,c Sammy b Hasan Ali,17,9,2,1,188.88,115
Cameron Delport,c Jordan b Hasan Ali,28,25,3,0,112.00,115
Alex Hales,c Pollard b Jordan,1,5,0,0,20.00,115
Chadwick Walton,c Nabi Gul b Mills,48,29,3,3,165.51,115
Asif Ali,c †Kamran Akmal b Pollard,0,2,0,0,0.00,115
Hussain Talat,c Pollard b Hasan Ali,19,15,1,0,126.66,115
Faheem Ashraf,c Umar Amin b Jordan,31,14,1,3,221.42,115
Shadab Khan,c Sammy b Wahab Riaz,0,9,0,0,0.00,115
Mohammad Sami (c),c Pollard b Jordan,2,3,0,0,66.66,115
Rumman Raees,not out,2,6,0,0,33.33,115
Muhammad Musa,not out,8,5,1,0,160.00,115
Kamran Akmal †,b Mohammad Nawaz,21,15,3,1,140.00,116
Imam-ul-Haq,c Ahmed Shehzad b Mohammad Hasnain,3,4,0,0,75.00,116
Sohaib Maqsood,c Rossouw b Bravo,20,20,3,0,100.00,116
Umar Amin,c Sohail Tanvir b Mohammad Hasnain,38,33,3,2,115.15,116
Nabi Gul,c Ahmed Shehzad b Fawad Ahmed,9,12,0,0,75.00,116
Kieron Pollard,c †Sarfaraz Ahmed b Mohammad Hasnain,7,12,1,0,58.33,116
Daren Sammy (c),c Mohammad Nawaz b Bravo,18,16,2,0,112.50,116
Wahab Riaz,run out (Mohammad Nawaz/Bravo),12,8,1,0,150.00,116
Chris Jordan,not out,0,0,0,0,-,116
Shane Watson,run out (Umar Amin),7,6,1,0,116.66,116
Ahmed Shehzad,not out,58,51,6,1,113.72,116
